"","vote","age","occupation_oesch","occupation_oesch_5","own_rent","sub_class","election","prov","quebec","degree","income_tertile","male","weight","ideology","cps25_employment","education","vote2","sub_class2","obj_class2","concordance","occupation_oesch_5_2"
"4827",NA,58,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","1984",6,0,1,2,0,0.602,0.5,NA,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4828","Conservative",59,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,0.602,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4829","Conservative",74,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,2,1,1.049,0.67,NA,3,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4830","Conservative",62,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,1.204,0.5,NA,2,"Conservative","Middle Class",NA,NA,NA
"4831","Liberal",23,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.861,NA,NA,2,"Liberal","Working Class","Middle Class","Deflator",NA
"4832","Liberal",62,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,3,0,1.204,NA,NA,1,"Liberal","Middle Class","Middle Class","Concordant",NA
"4833",NA,66,"Skilled clerks","Skilled workers","Own",NA,"1984",6,0,0,3,1,1.573,NA,NA,2,NA,NA,"Middle Class",NA,NA
"4834","Liberal",47,NA,NA,"Own","Working Class","1984",6,0,0,2,0,2.263,NA,NA,1,"Liberal","Working Class",NA,NA,NA
"4835","Conservative",66,"Skilled clerks","Skilled workers","Own",NA,"1984",6,0,0,1,0,0.602,NA,NA,2,"Conservative",NA,"Middle Class",NA,NA
"4836","Liberal",40,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,1.131,0.33,NA,1,"Liberal","Middle Class",NA,NA,NA
"4837","Conservative",NA,NA,NA,"Own",NA,"1984",6,0,0,2,0,0.602,NA,NA,1,"Conservative",NA,NA,NA,NA
"4838","Liberal",23,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.43,0.5,NA,2,"Liberal","Working Class","Middle Class","Deflator",NA
"4839","Conservative",39,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Upper-Middle Class","1984",6,0,0,2,0,0.566,0.5,NA,3,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"4840","Liberal",29,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,1,0,0.944,NA,NA,3,"Liberal","Working Class","Middle Class","Deflator",NA
"4841","Liberal",36,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Working Class","1984",6,0,0,2,0,0.492,0.67,NA,3,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"4842",NA,26,NA,NA,"Rent","Lower Class","1984",6,0,1,1,1,1.882,0.33,NA,5,NA,"Working Class",NA,NA,NA
"4843",NA,48,"Self-employed","Self-employed","Rent","Working Class","1984",6,0,0,2,1,1.13,0.83,NA,4,NA,"Working Class","Middle Class","Deflator","Self-employed"
"4844","NDP",32,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,1,0,1.447,NA,NA,2,"NDP","Working Class","Middle Class","Deflator",NA
"4845","NDP",25,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,3,0,1.447,0,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4846",NA,NA,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,NA,0,0.492,0.5,NA,4,NA,"Middle Class","Middle Class","Concordant","Self-employed"
"4847","Green",39,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Working Class","1984",6,0,1,3,1,0.565,0.17,NA,5,NA,"Working Class","Middle Class","Deflator","Lower-grade service"
"4848","Liberal",26,"Skilled clerks","Skilled workers","Rent","Upper-Middle Class","1984",6,0,1,NA,0,0.723,0.17,NA,5,"Liberal","Upper Class","Middle Class","Inflator",NA
"4849","NDP",40,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,1,2.261,NA,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4850","Conservative",40,"Technical experts","Higher-grade service","Own","Upper-Middle Class","1984",6,0,1,3,1,1.13,1,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4851","Liberal",21,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",6,0,0,3,0,1.149,0.5,NA,4,"Liberal","Middle Class","Working Class","Inflator",NA
"4852","Conservative",44,NA,NA,"Own","Working Class","1984",6,0,0,3,1,1.048,0.5,NA,3,"Conservative","Working Class",NA,NA,NA
"4853","Conservative",30,NA,NA,"Rent","Lower Class","1984",6,0,0,1,0,1.416,NA,NA,2,"Conservative","Working Class",NA,NA,NA
"4854","Conservative",30,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.944,1,NA,2,"Conservative","Working Class","Working Class","Concordant",NA
"4855","NDP",29,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,1.907,0.83,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4856","Conservative",26,"Skilled service","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.944,NA,NA,2,"Conservative","Working Class","Middle Class","Deflator",NA
"4857",NA,63,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,1,1,1.049,0.5,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4858","Liberal",32,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,2,0,0.944,NA,NA,1,"Liberal","Working Class","Working Class","Concordant","Self-employed"
"4859","Conservative",38,"Higher-grade managers","Higher-grade service","Own",NA,"1984",6,0,0,2,0,0.566,NA,NA,3,"Conservative",NA,"Upper Class",NA,"Higher-grade service"
"4860","Conservative",43,NA,NA,"Own","Middle Class","1984",6,0,0,1,1,1.048,NA,NA,3,"Conservative","Middle Class",NA,NA,NA
"4861",NA,23,"Skilled service","Skilled workers","Own","Middle Class","1984",6,0,0,2,0,0.861,NA,NA,3,NA,"Middle Class","Middle Class","Concordant",NA
"4862","Conservative",49,"Skilled clerks","Skilled workers","Own",NA,"1984",6,0,0,1,0,1.131,NA,NA,2,"Conservative",NA,"Middle Class",NA,NA
"4863","Conservative",42,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,1.048,NA,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4864",NA,NA,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,1.204,NA,NA,2,NA,"Middle Class",NA,NA,NA
"4865","NDP",29,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,0.944,0.5,NA,3,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4866","Liberal",47,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,1.696,0.5,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4867",NA,35,"Unskilled clerks","Unskilled workers","Rent","Upper-Middle Class","1984",6,0,0,2,0,0.984,0.67,NA,4,NA,"Upper Class","Working Class","Inflator",NA
"4868","Conservative",37,"Self-employed","Self-employed","Rent","Middle Class","1984",6,0,1,NA,1,1.13,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
"4869","Conservative",49,NA,NA,"Own","Middle Class","1984",6,0,0,3,0,1.968,0.33,NA,4,"Conservative","Middle Class",NA,NA,NA
"4870","Conservative",31,"Self-employed","Self-employed","Rent","Middle Class","1984",6,0,1,NA,0,1.447,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
"4871","Conservative",82,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,0.79,NA,NA,2,"Conservative","Middle Class",NA,NA,NA
"4872","Liberal",19,"Technical experts","Higher-grade service","Own","Upper-Middle Class","1984",6,0,0,NA,1,2.424,0.33,NA,4,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service"
"4873","Liberal",68,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,0.79,0.5,NA,2,"Liberal","Middle Class",NA,NA,NA
"4874","Liberal",30,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,1.447,0.33,NA,3,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4875","Liberal",33,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Upper-Middle Class","1984",6,0,0,3,0,1.447,0.5,NA,3,"Liberal","Upper Class","Middle Class","Inflator","Lower-grade service"
"4876","Conservative",32,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,1,3,1,1.255,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
"4877","Conservative",51,"Technicians","Lower-grade service","Own","Upper-Middle Class","1984",6,0,0,3,1,0.565,0.67,NA,3,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"4878","Conservative",73,"Technicians","Lower-grade service","Rent","Middle Class","1984",6,0,0,1,0,0.79,NA,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4879","Liberal",69,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",6,0,0,1,0,0.79,0.5,NA,1,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4880","Conservative",27,"Skilled manual","Skilled workers","Rent","Middle Class","1984",6,0,0,3,1,1.255,NA,NA,2,"Conservative","Middle Class","Working Class","Inflator",NA
"4881","Conservative",70,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,1,0,0.79,0.33,NA,2,"Conservative","Middle Class","Middle Class","Concordant",NA
"4882","Conservative",49,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,3,0,1.968,0.67,NA,2,"Conservative","Middle Class","Working Class","Inflator","Self-employed"
"4883","Conservative",44,"Self-employed","Self-employed","Rent","Upper-Middle Class","1984",6,0,1,3,1,0.565,0.83,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Self-employed"
"4884","Liberal",64,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",6,0,1,3,0,1.58,0.5,NA,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4885","Conservative",65,"Self-employed","Self-employed","Own","Upper-Middle Class","1984",6,0,1,3,1,2.346,NA,NA,5,"Conservative","Upper Class","Upper Class","Concordant","Self-employed"
"4886","Conservative",64,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.564,0.33,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4887","Conservative",38,"Self-employed","Self-employed","Rent","Middle Class","1984",6,0,1,3,1,1.13,0.83,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed"
"4888","Conservative",39,"Skilled manual","Skilled workers","Rent","Lower Class","1984",6,0,0,1,1,1.048,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4889","Conservative",77,NA,NA,"Rent","Middle Class","1984",6,0,0,2,0,0.602,0.67,NA,1,"Conservative","Middle Class",NA,NA,NA
"4890",NA,77,"Higher-grade managers","Higher-grade service","Own","Working Class","1984",6,0,0,1,0,0.602,1,NA,3,NA,"Working Class","Upper Class","Deflator","Higher-grade service"
"4891","Conservative",72,NA,NA,"Rent",NA,"1984",6,0,0,1,0,0.602,1,NA,1,"Conservative",NA,NA,NA,NA
"4892","Conservative",55,NA,NA,"Own","Working Class","1984",6,0,0,3,0,1.806,0.5,NA,1,"Conservative","Working Class",NA,NA,NA
"4893","Conservative",31,"Skilled service","Skilled workers","Own",NA,"1984",6,0,0,2,0,0.944,0.5,NA,3,"Conservative",NA,"Middle Class",NA,NA
"4894","NDP",64,"Skilled service","Skilled workers","Own","Working Class","1984",6,0,0,2,1,1.049,NA,NA,1,"NDP","Working Class","Middle Class","Deflator",NA
"4895",NA,59,NA,NA,"Rent","Lower Class","1984",6,0,0,1,0,1.204,0,NA,1,NA,"Working Class",NA,NA,NA
"4896","Conservative",42,NA,NA,"Own","Upper-Middle Class","1984",6,0,0,2,0,0.984,1,NA,2,"Conservative","Upper Class",NA,NA,NA
"4897","Conservative",67,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,0,2,1,1.564,0.67,NA,2,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4898","Conservative",66,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,1,0,1.58,0.5,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4899","NDP",44,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,2,0,0.984,0.83,NA,2,"NDP","Middle Class","Middle Class","Concordant",NA
"4900","Conservative",27,"Technical experts","Higher-grade service","Rent","Middle Class","1984",6,0,1,3,1,1.255,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4901","Liberal",59,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,3,0,2.37,0.67,NA,3,"Liberal","Middle Class","Middle Class","Concordant",NA
"4902","Conservative",58,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,3,1,2.346,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4903","Liberal",52,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,3,1,2.261,0.33,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4904","Conservative",55,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,3,1,3.91,0.5,NA,4,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4905","Liberal",39,NA,NA,"Own","Middle Class","1984",6,0,1,3,0,0.984,0.83,NA,5,"Liberal","Middle Class",NA,NA,NA
"4906","Conservative",50,"Technicians","Lower-grade service","Own","Middle Class","1984",6,0,0,3,1,1.13,0.67,NA,2,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4907","Conservative",19,"Skilled manual","Skilled workers","Rent","Middle Class","1984",6,0,0,1,1,3.394,0.67,NA,2,"Conservative","Middle Class","Working Class","Inflator",NA
"4908",NA,34,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,3,0,1.447,0.5,NA,4,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4909","Conservative",40,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,2,1,1.13,0.67,NA,4,"Conservative","Middle Class","Middle Class","Concordant","Self-employed"
"4910","Liberal",62,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,3,1,2.346,0.5,NA,1,"Liberal","Middle Class","Working Class","Inflator",NA
"4911","NDP",23,NA,NA,"Rent","Middle Class","1984",6,0,0,2,0,1.149,0.83,NA,2,"NDP","Middle Class",NA,NA,NA
"4912","Conservative",56,"Unskilled clerks","Unskilled workers","Own","Upper-Middle Class","1984",6,0,0,3,0,1.58,0.67,NA,1,"Conservative","Upper Class","Working Class","Inflator",NA
"4913","Liberal",76,NA,NA,"Own","Middle Class","1984",6,0,0,NA,0,1.58,0.5,NA,2,"Liberal","Middle Class",NA,NA,NA
"4914","Conservative",34,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.255,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4915","Conservative",39,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.13,0.83,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4916","Liberal",23,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,1.455,0.5,NA,2,"Liberal","Working Class","Working Class","Concordant",NA
"4917","Conservative",35,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,0.984,0.5,NA,1,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4918","Conservative",40,"Low-skilled service","Unskilled workers","Rent","Working Class","1984",6,0,0,2,0,0.984,0.17,NA,2,"Conservative","Working Class","Working Class","Concordant",NA
"4919","Liberal",35,NA,NA,"Own","Upper-Middle Class","1984",6,0,0,3,0,0.984,NA,NA,2,"Liberal","Upper Class",NA,NA,NA
"4920","Conservative",43,"Self-employed","Self-employed","Rent","Lower Class","1984",6,0,0,2,1,1.13,0.17,NA,2,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4921","Conservative",21,"Skilled manual","Skilled workers","Rent","Middle Class","1984",6,0,0,3,1,0.97,0.33,NA,2,"Conservative","Middle Class","Working Class","Inflator",NA
"4922",NA,23,"Self-employed","Self-employed","Rent","Working Class","1984",6,0,0,1,0,0.43,NA,NA,1,NA,"Working Class","Working Class","Concordant","Self-employed"
"4923","NDP",54,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,1.131,NA,NA,1,"NDP","Middle Class",NA,NA,NA
"4924","Conservative",64,"Skilled service","Skilled workers","Own","Working Class","1984",6,0,0,2,0,1.204,NA,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4925","Conservative",50,"Low-skilled service","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,1.571,NA,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4926","Conservative",47,"Technicians","Lower-grade service","Own","Middle Class","1984",6,0,0,2,1,1.048,NA,NA,1,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4927","Conservative",30,NA,NA,"Rent","Working Class","1984",6,0,0,2,1,1.907,0.67,NA,1,"Conservative","Working Class",NA,NA,NA
"4928","Conservative",75,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,0.602,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4929","Conservative",37,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,2,1,1.571,1,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4930","Conservative",39,"Socio-cultural professionals","Higher-grade service","Rent","Middle Class","1984",6,0,0,3,0,0.566,NA,NA,3,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4931","Conservative",39,"Skilled clerks","Skilled workers","Own","Upper-Middle Class","1984",6,0,0,3,0,1.131,0.67,NA,1,"Conservative","Upper Class","Middle Class","Inflator",NA
"4932","Liberal",21,"Lower-grade managers","Lower-grade service","Rent","Working Class","1984",6,0,0,1,1,3.3,NA,NA,2,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"4933",NA,25,NA,NA,"Rent","Middle Class","1984",6,0,0,1,0,0.944,NA,NA,2,NA,"Middle Class",NA,NA,NA
"4934",NA,37,NA,NA,"Own","Working Class","1984",6,0,0,1,0,1.131,NA,NA,2,NA,"Working Class",NA,NA,NA
"4935","Liberal",38,"Technical experts","Higher-grade service","Own","Middle Class","1984",6,0,1,3,1,1.13,0.33,NA,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4936","NDP",26,"Socio-cultural (semi-professionals)","Lower-grade service","Rent",NA,"1984",6,0,0,1,1,1.882,0.33,NA,3,"NDP",NA,"Middle Class",NA,"Lower-grade service"
"4937","NDP",38,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,1,3,0,0.492,0,NA,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service"
"4938","Liberal",64,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,1,1,0.782,0.5,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4939",NA,29,"Technical experts","Higher-grade service","Rent","Working Class","1984",6,0,0,1,1,1.255,NA,NA,4,NA,"Working Class","Upper Class","Deflator","Higher-grade service"
